trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
A2-A3909-3-6-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3909-1-16-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A84-A2228-4-5-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A84427724748511,A2228,0,0
A84-A2228-13-15-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A841327724748511,A2228,0,0
A2-A3910-2-21-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3909-1-22-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A84-A3694-9-2-27724748511,A84,27724748511,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A84927724748511,A3694,0,0
A84-A3694-6-6-27724748511,A84,27724748511,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A84627724748511,A3694,0,0
A2-A3909-1-14-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3910-1-19-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3909-2-22-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A84-A3694-3-14-27724748511,A84,27724748511,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A84327724748511,A3694,0,0
A84-A2228-8-3-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A84827724748511,A2228,0,0
A84-A2228-2-13-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A84227724748511,A2228,0,0
A84-A2228-8-15-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A84827724748511,A2228,0,0
A84-A2228-12-7-27724748511,A84,27724748511,Ж.К. ДРУЖБА-2,,,A841227724748511,A2228,0,0
A70-A2618-1-21-34272789451,A70,34272789451,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,A70134272789451,A2618,0,0
A2-A3910-4-15-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3910-2-25-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A70-A2619-3-20-34272789451,A70,34272789451,СЕЛО ДОЛНИ ЛОЗЕН,,,A70334272789451,A2619,0,0
A2-A3910-2-19-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3910-1-5-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3909-1-12-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3910-4-7-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3909-3-18-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3909-3-20-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3909-2-14-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-1-6-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3910-3-19-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3910-1-3-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3910-1-29-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3910-3-7-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3909-2-24-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-2-26-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-2-16-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-3-12-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3910-1-7-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3910-2-13-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3910-2-5-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3910-1-13-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3909-4-8-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3910-4-5-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3910-4-27-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3910-4-11-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3909-4-12-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3910-1-21-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3910-1-11-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
A2-A3909-3-24-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3910-3-23-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3910-3-5-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3910-4-19-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3909-3-16-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3910-3-13-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3910-3-9-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
TM22-TM3-4-12-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2249060483470,TM3,0,0
TM22-TM4-1-4-9060483470,TM22,9060483470,АВТОСТАНЦИЯ ИЗТОК,,,TM2219060483470,TM4,0,0
TM22-TM3-3-6-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2239060483470,TM3,0,0
TM22-TM3-4-20-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2249060483470,TM3,0,0
TM22-TM4-2-15-9060483470,TM22,9060483470,АВТОСТАНЦИЯ ИЗТОК,,,TM2229060483470,TM4,0,0
TM22-TM3-6-17-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2269060483470,TM3,0,0
A25-A4027-3-2-25669620370,A25,25669620370,УЛ. БЯЛАТА ЧЕШМА,,,A25325669620370,A4027,0,0
A25-A2233-4-4-25669620370,A25,25669620370,БУЛ. ЦАР БОРИС ІІІ,,,A25425669620370,A2233,0,0
TM22-TM3-5-8-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2259060483470,TM3,0,0
A2-A3910-2-9-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3909-1-18-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3909-4-28-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3909-3-2-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3909-1-20-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
TM22-TM4-5-9-9060483470,TM22,9060483470,АВТОСТАНЦИЯ ИЗТОК,,,TM2259060483470,TM4,0,0
TM22-TM3-5-12-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2259060483470,TM3,0,0
TM22-TM43-6-22-9060483470,TM22,9060483470,ДЕПО ИСКЪР,,,TM2269060483470,TM43,0,0
TM22-TM4-7-7-9060483470,TM22,9060483470,АВТОСТАНЦИЯ ИЗТОК,,,TM2279060483470,TM4,0,0
TB8-TB19-1-7-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8140255675320,TB19,0,0
TB8-TB19-5-9-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8540255675320,TB19,0,0
TB8-TB18-4-4-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8440255675320,TB18,0,0
TB8-TB18-6-4-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8640255675320,TB18,0,0
TB8-TB18-3-4-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8340255675320,TB18,0,0
TM22-TM44-3-2-9060483470,TM22,9060483470,ГАРА ПОДУЯНЕ,,,TM2239060483470,TM44,0,0
A2-A3910-3-25-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
TB8-TB18-2-4-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8240255675320,TB18,0,0
TB8-TB18-2-6-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8240255675320,TB18,0,0
TB8-TB19-3-19-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8340255675320,TB19,0,0
TB8-TB18-2-10-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8240255675320,TB18,0,0
TM22-TM3-4-6-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2249060483470,TM3,0,0
TB8-TB18-5-20-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8540255675320,TB18,0,0
TB8-TB18-3-18-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8340255675320,TB18,0,0
TB8-TB19-5-17-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8540255675320,TB19,0,0
TB8-TB18-1-16-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8140255675320,TB18,0,0
TB8-TB19-4-13-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8440255675320,TB19,0,0
A2-A3909-4-14-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
TM22-TM3-3-18-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2239060483470,TM3,0,0
TB8-TB19-1-15-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8140255675320,TB19,0,0
TB8-TB18-2-8-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8240255675320,TB18,0,0
TB8-TB19-6-9-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8640255675320,TB19,0,0
TM22-TM4-4-5-9060483470,TM22,9060483470,АВТОСТАНЦИЯ ИЗТОК,,,TM2249060483470,TM4,0,0
TB8-TB19-2-9-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8240255675320,TB19,0,0
TB8-TB19-2-25-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8240255675320,TB19,0,0
A25-A4062-2-7-25669620370,A25,25669620370,ЗЛАТНИ МОСТОВЕ,,,A25225669620370,A4062,0,0
TB8-TB19-4-9-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8440255675320,TB19,0,0
A2-A3909-3-28-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2332109114461,A3909,0,0
A2-A3910-3-21-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3910-3-27-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2332109114461,A3910,0,0
A2-A3909-4-2-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3910-2-27-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A25-A2233-3-7-25669620370,A25,25669620370,БУЛ. ЦАР БОРИС ІІІ,,,A25325669620370,A2233,0,0
A2-A3910-4-21-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
TB8-TB18-3-16-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8340255675320,TB18,0,0
TB8-TB18-5-8-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8540255675320,TB18,0,0
TB8-TB19-1-23-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8140255675320,TB19,0,0
TB8-TB19-3-23-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8340255675320,TB19,0,0
TB8-TB19-5-5-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8540255675320,TB19,0,0
TB8-TB19-5-3-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8540255675320,TB19,0,0
TB8-TB18-4-8-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8440255675320,TB18,0,0
TB8-TB18-6-12-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8640255675320,TB18,0,0
TB8-TB18-2-14-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8240255675320,TB18,0,0
TB8-TB18-3-8-40255675320,TB8,40255675320,Ж.К. БОРОВО,,,TB8340255675320,TB18,0,0
A2-A3909-4-6-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3910-4-17-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3910-4-29-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3910-2-17-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3910-4-23-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3909-1-26-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3909-4-24-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3910-1-27-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2132109114461,A3910,0,0
TB8-TB19-1-21-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8140255675320,TB19,0,0
A2-A3910-4-13-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2432109114461,A3910,0,0
A2-A3909-4-16-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A2-A3909-2-18-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-2-20-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-4-10-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A81-A4233-7-6-39928581791,A81,39928581791,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A81739928581791,A4233,0,0
A81-A4233-3-2-39928581791,A81,39928581791,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A81339928581791,A4233,0,0
A2-A3909-2-4-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
A2-A3909-4-26-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2432109114461,A3909,0,0
A81-A4234-7-5-39928581791,A81,39928581791,Ж.К. МЛАДОСТ-4,,,A81739928581791,A4234,0,0
A81-A4233-3-16-39928581791,A81,39928581791,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,A81339928581791,A4233,0,0
TB8-TB19-3-5-40255675320,TB8,40255675320,ПЛ. СТОЧНА ГАРА,,,TB8340255675320,TB19,0,0
TM22-TM3-7-6-9060483470,TM22,9060483470,Ж.К. КРАСНА ПОЛЯНА,,,TM2279060483470,TM3,0,0
A81-A4234-4-9-39928581791,A81,39928581791,Ж.К. МЛАДОСТ-4,,,A81439928581791,A4234,0,0
A2-A3910-2-7-32109114461,A2,32109114461,АВТОБАЗА ИСКЪР,,,A2232109114461,A3910,0,0
A2-A3909-1-28-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2132109114461,A3909,0,0
A2-A3909-2-10-32109114461,A2,32109114461,УЛ. ГЕН. ГУРКО,,,A2232109114461,A3909,0,0
TM50-TM1494-2-13-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-23-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-23-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-25-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-29-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-18-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-24-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-10-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-34-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-15-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-15-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-27-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-29-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-30-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-34-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-7-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-23-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-22-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-16-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1170-1-35-29436065510,TM50,29436065510,28-МИ ПОЩЕНСКИ КЛОН,,,,TM1170,0,0
TM50-TM1171-2-10-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-28-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-28-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-33-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-12-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-18-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-33-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1172-1-2-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1172,0,0
TM50-TM1494-2-11-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-3-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-8-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-34-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-3-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-5-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-27-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-17-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-31-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-31-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-9-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-20-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-20-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-9-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-14-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-28-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-13-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-16-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-6-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-22-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-25-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-4-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-7-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-13-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-19-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-33-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-10-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-19-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-31-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-34-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-6-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-20-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1170-1-35-29436065511,TM50,29436065511,28-МИ ПОЩЕНСКИ КЛОН,,,,TM1170,0,0
TM50-TM1171-1-12-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1172-2-2-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1172,0,0
TM50-TM1494-2-21-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-26-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-27-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-32-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-30-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-32-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1170-2-35-29436065511,TM50,29436065511,28-МИ ПОЩЕНСКИ КЛОН,,,,TM1170,0,0
TM50-TM1494-1-17-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-21-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-12-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-32-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-11-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-24-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1170-2-35-29436065510,TM50,29436065510,28-МИ ПОЩЕНСКИ КЛОН,,,,TM1170,0,0
TM50-TM1494-1-15-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-2-3-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-18-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-11-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1494-1-19-29436065511,TM50,29436065511,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-24-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-27-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-6-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-2-8-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-15-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-16-29436065510,TM50,29436065510,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-5-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-1-20-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1171-1-26-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-2-31-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
TM50-TM1171-2-30-29436065511,TM50,29436065511,Ж.К. ГЕО МИЛЕВ,,,,TM1171,0,0
TM50-TM1494-1-3-29436065510,TM50,29436065510,УЛ. ОБИКОЛНА,,,,TM1494,0,0
